"sku","product","handle","pid","vid","variant","price","vendor","ptype"
"SARA-18RG-S-030-LG","SARA","sara-lab-grown","10149892161826","51759170257186","18K Rose Gold / Signature - SI1/H / 0.30 ct","1680.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-030-LG","SARA","sara-lab-grown","10149892161826","51759170289954","Platinum / Prestige - VS1/F / 0.30 ct","2090.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-030-LG","SARA","sara-lab-grown","10149892161826","51759170322722","Platinum / Signature - SI1/H / 0.30 ct","2040.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170355490","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","1690.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170388258","14K Yellow Gold / Signature - SI1/H / 0.50 ct","1540.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170421026","14K White Gold / Prestige - VS1/F / 0.50 ct","1630.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170453794","14K White Gold / Signature - SI1/H / 0.50 ct","1540.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170486562","14K Rose Gold / Prestige - VS1/F / 0.50 ct","1690.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170519330","14K Rose Gold / Signature - SI1/H / 0.50 ct","1540.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170552098","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","2020.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170584866","18K Yellow Gold / Signature - SI1/H / 0.50 ct","1870.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170617634","18K White Gold / Prestige - VS1/F / 0.50 ct","2020.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170650402","18K White Gold / Signature - SI1/H / 0.50 ct","1870.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170683170","18K Rose Gold / Prestige - VS1/F / 0.50 ct","2020.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170715938","18K Rose Gold / Signature - SI1/H / 0.50 ct","1870.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-050-LG","SARA","sara-lab-grown","10149892161826","51759170748706","Platinum / Prestige - VS1/F / 0.50 ct","2370.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-050-LG","SARA","sara-lab-grown","10149892161826","51759170781474","Platinum / Signature - SI1/H / 0.50 ct","2230.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759170814242","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","2190.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759170847010","14K Yellow Gold / Signature - SI1/H / 0.75 ct","1940.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759170879778","14K White Gold / Prestige - VS1/F / 0.75 ct","1060.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759170912546","14K White Gold / Signature - SI1/H / 0.75 ct","1940.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759170945314","14K Rose Gold / Prestige - VS1/F / 0.75 ct","2190.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759170978082","14K Rose Gold / Signature - SI1/H / 0.75 ct","1940.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759171010850","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","2530.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759171043618","18K Yellow Gold / Signature - SI1/H / 0.75 ct","2270.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759171076386","18K White Gold / Prestige - VS1/F / 0.75 ct","2530.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759171109154","18K White Gold / Signature - SI1/H / 0.75 ct","2270.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-075-LG","SARA","sara-lab-grown","10149892161826","51759171141922","18K Rose Gold / Prestige - VS1/F / 0.75 ct","2530.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-075-LG","SARA","sara-lab-grown","10149892161826","51759171174690","18K Rose Gold / Signature - SI1/H / 0.75 ct","2270.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-075-LG","SARA","sara-lab-grown","10149892161826","51759171207458","Platinum / Prestige - VS1/F / 0.75 ct","2880.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-075-LG","SARA","sara-lab-grown","10149892161826","51759171240226","Platinum / Signature - SI1/H / 0.75 ct","2630.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171272994","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","3210.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171305762","14K Yellow Gold / Signature - SI1/H / 1.00 ct","2730.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171338530","14K White Gold / Prestige - VS1/F / 1.00 ct","2080.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171371298","14K White Gold / Signature - SI1/H / 1.00 ct","2730.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171404066","14K Rose Gold / Prestige - VS1/F / 1.00 ct","3210.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171436834","14K Rose Gold / Signature - SI1/H / 1.00 ct","2730.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171469602","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","3540.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171502370","18K Yellow Gold / Signature - SI1/H / 1.00 ct","3060.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171535138","18K White Gold / Prestige - VS1/F / 1.00 ct","3540.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171567906","18K White Gold / Signature - SI1/H / 1.00 ct","3060.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171600674","18K Rose Gold / Prestige - VS1/F / 1.00 ct","3540.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171633442","18K Rose Gold / Signature - SI1/H / 1.00 ct","3060.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-100-LG","SARA","sara-lab-grown","10149892161826","51759171666210","Platinum / Prestige - VS1/F / 1.00 ct","3900.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-100-LG","SARA","sara-lab-grown","10149892161826","51759171698978","Platinum / Signature - SI1/H / 1.00 ct","3410.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759171731746","14K Yellow Gold / Prestige - VS1/F / 1.50 ct","5100.00","Orloff of Denmark","Engagement Ring"
"SARA-14YG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759171764514","14K Yellow Gold / Signature - SI1/H / 1.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759171797282","14K White Gold / Prestige - VS1/F / 1.50 ct","3970.00","Orloff of Denmark","Engagement Ring"
"SARA-14WG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759171830050","14K White Gold / Signature - SI1/H / 1.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759171862818","14K Rose Gold / Prestige - VS1/F / 1.50 ct","5100.00","Orloff of Denmark","Engagement Ring"
"SARA-14RG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759171895586","14K Rose Gold / Signature - SI1/H / 1.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759171928354","18K Yellow Gold / Prestige - VS1/F / 1.50 ct","5430.00","Orloff of Denmark","Engagement Ring"
"SARA-18YG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759171961122","18K Yellow Gold / Signature - SI1/H / 1.50 ct","4500.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759171993890","18K White Gold / Prestige - VS1/F / 1.50 ct","5430.00","Orloff of Denmark","Engagement Ring"
"SARA-18WG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759172026658","18K White Gold / Signature - SI1/H / 1.50 ct","4500.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-P-150-LG","SARA","sara-lab-grown","10149892161826","51759172059426","18K Rose Gold / Prestige - VS1/F / 1.50 ct","5430.00","Orloff of Denmark","Engagement Ring"
"SARA-18RG-S-150-LG","SARA","sara-lab-grown","10149892161826","51759172092194","18K Rose Gold / Signature - SI1/H / 1.50 ct","4500.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-P-150-LG","SARA","sara-lab-grown","10149892161826","51759172124962","Platinum / Prestige - VS1/F / 1.50 ct","5790.00","Orloff of Denmark","Engagement Ring"
"SARA-PT-S-150-LG","SARA","sara-lab-grown","10149892161826","51759172157730","Platinum / Signature - SI1/H / 1.50 ct","4860.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-P-030-NAT","KLARA","klara-natural","10149879316770","51759152988450","14K Yellow Gold / Prestige - VS1/F / 0.30 ct","2800.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153021218","14K Yellow Gold / Signature - SI1/H / 0.30 ct","2550.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-P-030-NAT","KLARA","klara-natural","10149879316770","51759153053986","14K White Gold / Prestige - VS1/F / 0.30 ct","2800.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153086754","14K White Gold / Signature - SI1/H / 0.30 ct","2550.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-P-030-NAT","KLARA","klara-natural","10149879316770","51759153119522","14K Rose Gold / Prestige - VS1/F / 0.30 ct","2800.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153152290","14K Rose Gold / Signature - SI1/H / 0.30 ct","2550.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-P-030-NAT","KLARA","klara-natural","10149879316770","51759153185058","18K Yellow Gold / Prestige - VS1/F / 0.30 ct","3130.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153217826","18K Yellow Gold / Signature - SI1/H / 0.30 ct","2880.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-P-030-NAT","KLARA","klara-natural","10149879316770","51759153250594","18K White Gold / Prestige - VS1/F / 0.30 ct","3130.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153283362","18K White Gold / Signature - SI1/H / 0.30 ct","2880.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-P-030-NAT","KLARA","klara-natural","10149879316770","51759153316130","18K Rose Gold / Prestige - VS1/F / 0.30 ct","3130.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-S-030-NAT","KLARA","klara-natural","10149879316770","51759153348898","18K Rose Gold / Signature - SI1/H / 0.30 ct","2880.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-P-030-NAT","KLARA","klara-natural","10149879316770","51759153381666","Platinum / Prestige - VS1/F / 0.30 ct","3500.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-S-040-NAT","KLARA","klara-natural","10149879316770","51759153414434","Platinum / Signature - SI1/H / 0.40 ct","3240.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153447202","14K Yellow Gold / Prestige - VS1/F / 0.50 ct","3850.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153479970","14K Yellow Gold / Signature - SI1/H / 0.50 ct","3420.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153512738","14K White Gold / Prestige - VS1/F / 0.50 ct","3850.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153545506","14K White Gold / Signature - SI1/H / 0.50 ct","3420.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153578274","14K Rose Gold / Prestige - VS1/F / 0.50 ct","3850.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153611042","14K Rose Gold / Signature - SI1/H / 0.50 ct","3420.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153643810","18K Yellow Gold / Prestige - VS1/F / 0.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153676578","18K Yellow Gold / Signature - SI1/H / 0.50 ct","3760.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153709346","18K White Gold / Prestige - VS1/F / 0.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153742114","18K White Gold / Signature - SI1/H / 0.50 ct","3760.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-P-050-NAT","KLARA","klara-natural","10149879316770","51759153774882","18K Rose Gold / Prestige - VS1/F / 0.50 ct","4180.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-S-050-NAT","KLARA","klara-natural","10149879316770","51759153807650","18K Rose Gold / Signature - SI1/H / 0.50 ct","3760.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-P-050-NAT","KLARA","klara-natural","10149879316770","51759153840418","Platinum / Prestige - VS1/F / 0.50 ct","4550.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-S-050-NAT","KLARA","klara-natural","10149879316770","51759153873186","Platinum / Signature - SI1/H / 0.50 ct","4130.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-P-075-NAT","KLARA","klara-natural","10149879316770","51759153905954","14K Yellow Gold / Prestige - VS1/F / 0.75 ct","6220.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-S-075-NAT","KLARA","klara-natural","10149879316770","51759153938722","14K Yellow Gold / Signature - SI1/H / 0.75 ct","5160.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-P-075-NAT","KLARA","klara-natural","10149879316770","51759153971490","14K White Gold / Prestige - VS1/F / 0.75 ct","6220.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-S-075-NAT","KLARA","klara-natural","10149879316770","51759154004258","14K White Gold / Signature - SI1/H / 0.75 ct","5160.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-P-075-NAT","KLARA","klara-natural","10149879316770","51759154037026","14K Rose Gold / Prestige - VS1/F / 0.75 ct","6220.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-S-075-NAT","KLARA","klara-natural","10149879316770","51759154069794","14K Rose Gold / Signature - SI1/H / 0.75 ct","5160.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-P-075-NAT","KLARA","klara-natural","10149879316770","51759154102562","18K Yellow Gold / Prestige - VS1/F / 0.75 ct","6540.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-S-075-NAT","KLARA","klara-natural","10149879316770","51759154135330","18K Yellow Gold / Signature - SI1/H / 0.75 ct","5490.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-P-075-NAT","KLARA","klara-natural","10149879316770","51759154168098","18K White Gold / Prestige - VS1/F / 0.75 ct","6540.00","Orloff of Denmark","Engagement Ring"
"KLARA-18WG-S-075-NAT","KLARA","klara-natural","10149879316770","51759154200866","18K White Gold / Signature - SI1/H / 0.75 ct","5490.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-P-075-NAT","KLARA","klara-natural","10149879316770","51759154233634","18K Rose Gold / Prestige - VS1/F / 0.75 ct","6540.00","Orloff of Denmark","Engagement Ring"
"KLARA-18RG-S-075-NAT","KLARA","klara-natural","10149879316770","51759154266402","18K Rose Gold / Signature - SI1/H / 0.75 ct","5490.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-P-075-NAT","KLARA","klara-natural","10149879316770","51759154299170","Platinum / Prestige - VS1/F / 0.75 ct","6910.00","Orloff of Denmark","Engagement Ring"
"KLARA-PT-S-075-NAT","KLARA","klara-natural","10149879316770","51759154331938","Platinum / Signature - SI1/H / 0.75 ct","5860.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-P-100-NAT","KLARA","klara-natural","10149879316770","51759154364706","14K Yellow Gold / Prestige - VS1/F / 1.00 ct","10460.00","Orloff of Denmark","Engagement Ring"
"KLARA-14YG-S-100-NAT","KLARA","klara-natural","10149879316770","51759154397474","14K Yellow Gold / Signature - SI1/H / 1.00 ct","8050.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-P-100-NAT","KLARA","klara-natural","10149879316770","51759154430242","14K White Gold / Prestige - VS1/F / 1.00 ct","10460.00","Orloff of Denmark","Engagement Ring"
"KLARA-14WG-S-100-NAT","KLARA","klara-natural","10149879316770","51759154463010","14K White Gold / Signature - SI1/H / 1.00 ct","8050.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-P-100-NAT","KLARA","klara-natural","10149879316770","51759154495778","14K Rose Gold / Prestige - VS1/F / 1.00 ct","10460.00","Orloff of Denmark","Engagement Ring"
"KLARA-14RG-S-100-NAT","KLARA","klara-natural","10149879316770","51759154528546","14K Rose Gold / Signature - SI1/H / 1.00 ct","8050.00","Orloff of Denmark","Engagement Ring"
"KLARA-18YG-P-100-NAT","KLARA","klara-natural","10149879316770","51759154561314","18K Yellow Gold / Prestige - VS1/F / 1.00 ct","10780.00","Orloff of Denmark","Engagement Ring"
