"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option2 Name","Option2 Value","Option3 Name","Option3 Value","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Qty","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Position","Image Alt Text","Gift Card","SEO Title","SEO Description","Google Shopping / Google Product Category","Google Shopping / Gender","Google Shopping / Age Group","Google Shopping / MPN","Google Shopping / AdWords Grouping","Google Shopping / AdWords Labels","Google Shopping / Condition","Google Shopping / Custom Product","Google Shopping / Custom Label 0","Google Shopping / Custom Label 1","Google Shopping / Custom Label 2","Google Shopping / Custom Label 3","Google Shopping / Custom Label 4","Variant Image","Variant Weight Unit","Variant Tax Code","Cost per item","Included / Thailand","Price / Thailand","Compare At Price / Thailand","Included / International","Price / International","Compare At Price / International","Status"
"four-leaf-clover-charm","Four Leaf Clover Charm","<p style=""font-family: Inter, sans-serif;"">Clover set with clear stones throughout.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone: White<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.0g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB35","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB35.jpg","1","Four Leaf Clover Charm","FALSE","Four Leaf Clover Charm | Orloff of Denmark","Clover set with clear stones throughout.","","","","","","","","","","","","","","","g","","4.59","","","","","","","draft"
"crystal-cluster-charm-blue","Crystal Cluster Charm, Blue","<p style=""font-family: Inter, sans-serif;"">Mixed blue and clear crystals set close over the whole bead.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone: Multicolor<br>
<strong>Size:</strong> 12mm<br>
<strong>Weight:</strong> 3.8g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Sparkle & Classic, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB36","4","shopify","10","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB36.jpg","1","Crystal Cluster Charm, Blue","FALSE","Crystal Cluster Charm, Blue | Orloff of Denmark","Mixed blue and clear crystals set close over the whole bead.","","","","","","","","","","","","","","","g","","7.22","","","","","","","draft"
"heart-charm-light-blue-enamel","Heart Charm, Light Blue Enamel","<p style=""font-family: Inter, sans-serif;"">Polished heart on a ground of light blue and white enamel spots.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Light Blue&White<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 1.2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB37","1","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB37.jpg","1","Heart Charm, Light Blue Enamel","FALSE","Heart Charm, Light Blue Enamel | Orloff of Denmark","Polished heart on a ground of light blue and white enamel spots.","","","","","","","","","","","","","","","g","","3.94","","","","","","","draft"
"butterfly-charm-light-blue","Butterfly Charm, Light Blue","<p style=""font-family: Inter, sans-serif;"">Light blue enamel butterfly on an oxidized openwork bead.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Light Blue<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB38","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB38.jpg","1","Butterfly Charm, Light Blue","FALSE","Butterfly Charm, Light Blue | Orloff of Denmark","Light blue enamel butterfly on an oxidized openwork bead.","","","","","","","","","","","","","","","g","","4.92","","","","","","","draft"
"primrose-charm-light-blue","Primrose Charm, Light Blue","<p style=""font-family: Inter, sans-serif;"">Light blue and white enamel flowers with clear stone centres.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 10mm<br>
<strong>Weight:</strong> 2.3g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB39","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB39.jpg","1","Primrose Charm, Light Blue","FALSE","Primrose Charm, Light Blue | Orloff of Denmark","Light blue and white enamel flowers with clear stone centres.","","","","","","","","","","","","","","","g","","5.36","","","","","","","draft"
"red-rose-charm","Red Rose Charm","<p style=""font-family: Inter, sans-serif;"">Red enamel rose dangle on a scrolled heart bail.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Red<br>
<strong>Size:</strong> 26mm<br>
<strong>Weight:</strong> 1.8g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB40","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB40.jpg","1","Red Rose Charm","FALSE","Red Rose Charm | Orloff of Denmark","Red enamel rose dangle on a scrolled heart bail.","","","","","","","","","","","","","","","g","","4.27","","","","","","","draft"
"love-padlock-charm-blue","Love Padlock Charm, Blue","<p style=""font-family: Inter, sans-serif;"">Heart padlock in blue enamel lettered Love.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel: Blue<br>
<strong>Size:</strong> 24mm<br>
<strong>Weight:</strong> 2.4g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB41","2","shopify","9","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB41.jpg","1","Love Padlock Charm, Blue","FALSE","Love Padlock Charm, Blue | Orloff of Denmark","Heart padlock in blue enamel lettered Love.","","","","","","","","","","","","","","","g","","5.58","","","","","","","draft"
"butterfly-charm-pink","Butterfly Charm, Pink","<p style=""font-family: Inter, sans-serif;"">Pink enamel butterfly dangle, wings folded.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Pink<br>
<strong>Size:</strong> 30mm<br>
<strong>Weight:</strong> 1.6g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB42","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB42.jpg","1","Butterfly Charm, Pink","FALSE","Butterfly Charm, Pink | Orloff of Denmark","Pink enamel butterfly dangle, wings folded.","","","","","","","","","","","","","","","g","","4.16","","","","","","","draft"
"cherry-blossom-charm-pink","Cherry Blossom Charm, Pink","<p style=""font-family: Inter, sans-serif;"">Five pink enamel petals around a single clear stone.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 1.7g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB43","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB43.jpg","1","Cherry Blossom Charm, Pink","FALSE","Cherry Blossom Charm, Pink | Orloff of Denmark","Five pink enamel petals around a single clear stone.","","","","","","","","","","","","","","","g","","4.05","","","","","","","draft"
"pave-heart-charm-pink","Pave Heart Charm, Pink","<p style=""font-family: Inter, sans-serif;"">Heart dangle set throughout with pink stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:Pink<br>
<strong>Size:</strong> 20mm<br>
<strong>Weight:</strong> 1.7g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB44","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB44.jpg","1","Pave Heart Charm, Pink","FALSE","Pave Heart Charm, Pink | Orloff of Denmark","Heart dangle set throughout with pink stones.","","","","","","","","","","","","","","","g","","4.92","","","","","","","draft"
"daisy-charm-pink","Daisy Charm, Pink","<p style=""font-family: Inter, sans-serif;"">Pink enamel petals around a pave centre.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 26mm<br>
<strong>Weight:</strong> 2.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB45","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB45.jpg","1","Daisy Charm, Pink","FALSE","Daisy Charm, Pink | Orloff of Denmark","Pink enamel petals around a pave centre.","","","","","","","","","","","","","","","g","","4.81","","","","","","","draft"
"sunglasses-charm","Sunglasses Charm","<p style=""font-family: Inter, sans-serif;"">Black enamel sunglasses dangle.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Black<br>
<strong>Size:</strong> 27mm<br>
<strong>Weight:</strong> 2.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Travel & Lifestyle, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB46","2","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB46.jpg","1","Sunglasses Charm","FALSE","Sunglasses Charm | Orloff of Denmark","Black enamel sunglasses dangle.","","","","","","","","","","","","","","","g","","5.14","","","","","","","draft"
"teddy-bear-charm","Teddy Bear Charm","<p style=""font-family: Inter, sans-serif;"">Seated bear in brown enamel with black enamel paws.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:NA / Enamel:Brown<br>
<strong>Size:</strong> 25mm<br>
<strong>Weight:</strong> 2.2g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Animals, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB47","2","shopify","10","deny","manual","29","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB47.jpg","1","Teddy Bear Charm","FALSE","Teddy Bear Charm | Orloff of Denmark","Seated bear in brown enamel with black enamel paws.","","","","","","","","","","","","","","","g","","4.48","","","","","","","draft"
"baby-shoe-charm-blue","Baby Shoe Charm, Blue","<p style=""font-family: Inter, sans-serif;"">Light blue enamel shoe with white flowers and blue stones.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> CZ+Enamel<br>
<strong>Size:</strong> 27mm<br>
<strong>Weight:</strong> 3.7g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB48","4","shopify","10","deny","manual","49","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB48.jpg","1","Baby Shoe Charm, Blue","FALSE","Baby Shoe Charm, Blue | Orloff of Denmark","Light blue enamel shoe with white flowers and blue stones.","","","","","","","","","","","","","","","g","","7.22","","","","","","","draft"
"linked-hearts-charm","Linked Hearts Charm","<p style=""font-family: Inter, sans-serif;"">Two open hearts interlinked, clear stones on the bail.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:White<br>
<strong>Size:</strong> 22mm<br>
<strong>Weight:</strong> 3.1g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Milestones & Sentiment, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB49","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB49.jpg","1","Linked Hearts Charm","FALSE","Linked Hearts Charm | Orloff of Denmark","Two open hearts interlinked, clear stones on the bail.","","","","","","","","","","","","","","","g","","6.34","","","","","","","draft"
"dragonfly-crystal-charm","Dragonfly Crystal Charm","<p style=""font-family: Inter, sans-serif;"">Openwork bead with white enamel wing shapes and blue and orange stones. Could read as flowers.</p>

<p style=""font-family: Inter, sans-serif;""><strong>Material:</strong> 925 Sterling Silver<br>
<strong>Finish:</strong> Oxidized Silver, Highly<br>
<strong>Stone:</strong> Stone:Blue & Orange<br>
<strong>Size:</strong> 11mm<br>
<strong>Weight:</strong> 2.6g</p>

<p style=""font-family: Inter, sans-serif;""><strong>Fits all Orloff snake chain bracelets.</strong></p>

<p style=""font-family: Inter, sans-serif;""><strong>ORLOFF OF DENMARK.</strong></p>","Orloff of Denmark","Apparel & Accessories > Jewelry > Charms & Pendants","Charm","Nature, Line A, Charm Bracelet, 925 Silver","FALSE","","","","","","","ORCB50","3","shopify","10","deny","manual","39","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0852/4428/1122/files/ORCB50.jpg","1","Dragonfly Crystal Charm","FALSE","Dragonfly Crystal Charm | Orloff of Denmark","Openwork bead with white enamel wing shapes and blue and orange stones.","","","","","","","","","","","","","","","g","","6.23","","","","","","","draft"
